Date,Open,High,Low,Close,Adj Close,Volume
2021-07-20,2510.550049,2540.860107,2487.010010,2524.189941,2524.189941,1315600
2021-07-21,2522.669922,2551.919922,2520.469971,2550.979980,2550.979980,1037300
2021-07-22,2556.879883,2569.659912,2549.979980,2568.429932,2568.429932,715100
2021-07-23,2608.610107,2667.979980,2596.010010,2660.300049,2660.300049,2075300
2021-07-26,2666.570068,2684.739990,2646.030029,2680.699951,2680.699951,1528600
2021-07-27,2685.010010,2687.979980,2602.080078,2638.000000,2638.000000,2735500
2021-07-28,2726.239990,2765.939941,2705.550049,2721.879883,2721.879883,4756500
2021-07-29,2723.000000,2733.219971,2710.860107,2715.550049,2715.550049,1585800
2021-07-30,2700.699951,2706.090088,2685.100098,2694.530029,2694.530029,1278200
2021-08-02,2702.340088,2706.729980,2675.879883,2697.090088,2697.090088,1081700
2021-08-03,2702.699951,2714.639893,2666.389893,2712.600098,2712.600098,1038100
2021-08-04,2706.989990,2712.989990,2689.739990,2702.510010,2702.510010,983800
2021-08-05,2713.610107,2727.000000,2696.919922,2725.030029,2725.030029,893500
2021-08-06,2720.840088,2729.449951,2704.199951,2714.770020,2714.770020,1023700
2021-08-09,2718.850098,2743.679932,2706.790039,2738.260010,2738.260010,888000
2021-08-10,2746.840088,2755.449951,2727.290039,2736.139893,2736.139893,970700
2021-08-11,2743.629883,2753.649902,2725.429932,2725.580078,2725.580078,767600
2021-08-12,2719.510010,2746.000000,2708.510010,2743.879883,2743.879883,825300
2021-08-13,2745.000000,2757.129883,2740.659912,2754.550049,2754.550049,797000
2021-08-16,2750.500000,2767.250000,2705.979980,2766.189941,2766.189941,1119200
2021-08-17,2755.000000,2765.310059,2721.639893,2733.229980,2733.229980,1085800
2021-08-18,2730.000000,2742.090088,2706.429932,2708.979980,2708.979980,962900
2021-08-19,2688.709961,2727.050049,2685.000000,2713.600098,2713.600098,1089100
2021-08-20,2720.000000,2751.080078,2705.000000,2748.590088,2748.590088,1558600
2021-08-23,2759.389893,2817.489990,2752.149902,2800.830078,2800.830078,1422700
2021-08-24,2812.229980,2841.600098,2806.770020,2825.229980,2825.229980,963400
2021-08-25,2832.500000,2843.790039,2827.520020,2841.580078,2841.580078,792400
2021-08-26,2835.000000,2848.350098,2827.139893,2828.810059,2828.810059,1030500
2021-08-27,2833.050049,2890.250000,2829.939941,2880.080078,2880.080078,1438600
2021-08-30,2888.000000,2919.409912,2883.260010,2891.810059,2891.810059,1221700
2021-08-31,2902.939941,2903.429932,2885.620117,2893.949951,2893.949951,1122400
2021-09-01,2900.000000,2925.080078,2897.669922,2904.310059,2904.310059,1096800
2021-09-02,2904.320068,2910.389893,2863.699951,2865.739990,2865.739990,1617100
2021-09-03,2861.610107,2883.100098,2848.010010,2874.790039,2874.790039,992500
2021-09-07,2876.689941,2891.300049,2872.379883,2885.610107,2885.610107,1006200
2021-09-08,2882.000000,2888.000000,2860.000000,2873.820068,2873.820068,917200
2021-09-09,2876.810059,2886.209961,2863.550049,2870.820068,2870.820068,765700
2021-09-10,2884.250000,2894.370117,2814.760010,2817.520020,2817.520020,1840700
2021-09-13,2838.989990,2859.000000,2825.000000,2846.649902,2846.649902,1104700
2021-09-14,2859.909912,2867.260010,2835.000000,2850.889893,2850.889893,983700
2021-09-15,2855.429932,2889.010010,2826.949951,2888.590088,2888.590088,1370400
2021-09-16,2879.010010,2886.000000,2848.030029,2872.199951,2872.199951,1309500
2021-09-17,2860.610107,2869.000000,2809.399902,2816.000000,2816.000000,2669200
2021-09-20,2763.229980,2780.000000,2726.439941,2774.389893,2774.389893,2325900
2021-09-21,2794.989990,2800.229980,2765.560059,2780.659912,2780.659912,1266600
2021-09-22,2786.080078,2817.739990,2771.030029,2805.669922,2805.669922,1252800
2021-09-23,2819.750000,2833.929932,2808.030029,2824.320068,2824.320068,1047600
2021-09-24,2810.770020,2846.610107,2804.820068,2844.300049,2844.300049,1149200
2021-09-27,2816.090088,2838.770020,2801.350098,2821.439941,2821.439941,1094100
2021-09-28,2773.100098,2781.929932,2707.199951,2716.600098,2716.600098,2288600
2021-09-29,2739.600098,2743.020020,2677.300049,2687.070068,2687.070068,1542400
2021-09-30,2685.229980,2710.850098,2671.120117,2673.520020,2673.520020,1899800
2021-10-01,2688.949951,2738.209961,2681.459961,2730.860107,2730.860107,1768000
2021-10-04,2719.209961,2719.209961,2621.000000,2673.189941,2673.189941,2560100
2021-10-05,2680.820068,2744.489990,2680.820068,2720.459961,2720.459961,1620200
2021-10-06,2695.000000,2755.000000,2691.000000,2751.300049,2751.300049,1218200
2021-10-07,2777.840088,2800.840088,2773.020020,2784.500000,2784.500000,1255500
2021-10-08,2791.540039,2806.620117,2784.350098,2795.709961,2795.709961,1325200
2021-10-11,2785.840088,2814.239990,2777.179932,2778.280029,2778.280029,897700
2021-10-12,2789.600098,2790.139893,2715.199951,2728.979980,2728.979980,1816600
2021-10-13,2748.050049,2760.000000,2730.379883,2751.639893,2751.639893,982700
2021-10-14,2789.479980,2826.750000,2776.500000,2823.020020,2823.020020,1594700
2021-10-15,2832.290039,2834.360107,2815.100098,2827.360107,2827.360107,1512900
2021-10-18,2821.530029,2855.919922,2821.389893,2855.560059,2855.560059,1019800
2021-10-19,2867.750000,2873.250000,2852.000000,2864.739990,2864.739990,1008200
2021-10-20,2866.760010,2870.919922,2827.530029,2835.379883,2835.379883,1164400
2021-10-21,2835.379883,2843.120117,2810.000000,2837.719971,2837.719971,1314600
2021-10-22,2783.000000,2811.659912,2721.120117,2751.330078,2751.330078,2529400
2021-10-25,2751.000000,2760.000000,2708.479980,2748.939941,2748.939941,1720600
2021-10-26,2785.270020,2801.659912,2766.090088,2786.169922,2786.169922,2461800
2021-10-27,2788.100098,2973.000000,2788.100098,2924.350098,2924.350098,4289100
2021-10-28,2942.689941,2943.159912,2892.540039,2916.979980,2916.979980,1810300
2021-10-29,2901.560059,2964.840088,2892.989990,2960.919922,2960.919922,2166000
2021-11-01,2960.919922,2960.919922,2864.510010,2869.939941,2869.939941,2346200
2021-11-02,2891.590088,2932.179932,2886.709961,2908.649902,2908.649902,1674100
2021-11-03,2918.010010,2933.379883,2891.820068,2931.959961,2931.959961,1374700
2021-11-04,2942.489990,2994.669922,2926.159912,2965.350098,2965.350098,1920600
2021-11-05,2983.389893,3006.550049,2963.939941,2977.040039,2977.040039,1915800
2021-11-08,2996.500000,3012.300049,2968.610107,2980.620117,2980.620117,1152600
2021-11-09,2984.659912,2996.689941,2944.899902,2978.370117,2978.370117,976500
2021-11-10,2950.000000,2961.399902,2890.750000,2917.870117,2917.870117,1498500
2021-11-11,2929.790039,2950.709961,2912.010010,2915.330078,2915.330078,825900
2021-11-12,2932.310059,2977.000000,2908.219971,2973.560059,2973.560059,1116900
2021-11-15,2978.010010,2990.989990,2951.500000,2969.040039,2969.040039,1175400
2021-11-16,2962.989990,2975.250000,2946.250000,2957.520020,2957.520020,945200
2021-11-17,2960.550049,2971.189941,2944.800049,2960.939941,2960.939941,979700
2021-11-18,2964.830078,3011.610107,2957.689941,2996.770020,2996.770020,1780400
2021-11-19,2999.510010,3019.330078,2977.979980,2978.530029,2978.530029,1684100
2021-11-22,2986.649902,2996.590088,2922.949951,2926.040039,2926.040039,1529700
2021-11-23,2923.060059,2933.199951,2882.300049,2915.639893,2915.639893,1360900
2021-11-24,2909.469971,2924.989990,2887.459961,2922.399902,2922.399902,902000
2021-11-26,2886.969971,2891.149902,2836.850098,2843.659912,2843.659912,1523500
2021-11-29,2880.000000,2925.949951,2877.870117,2910.610107,2910.610107,1629800
2021-11-30,2900.169922,2920.000000,2832.030029,2837.949951,2837.949951,2103400
2021-12-01,2880.000000,2919.010010,2818.239990,2821.030029,2821.030029,1701000
2021-12-02,2825.000000,2877.290039,2804.290039,2859.320068,2859.320068,1459700
2021-12-03,2873.620117,2888.000000,2806.020020,2840.030029,2840.030029,2060800
2021-12-06,2860.810059,2877.050049,2803.000000,2863.100098,2863.100098,1530900
2021-12-07,2911.929932,2950.620117,2904.550049,2945.389893,2945.389893,1612000
2021-12-08,2951.929932,2967.860107,2928.120117,2963.729980,2963.729980,1213500
2021-12-09,2951.820068,2982.000000,2942.300049,2952.770020,2952.770020,1163500
2021-12-10,2974.000000,2979.550049,2934.080078,2960.030029,2960.030029,1222900
2021-12-13,2955.629883,2959.399902,2910.350098,2916.530029,2916.530029,1353500
2021-12-14,2879.360107,2889.600098,2824.300049,2878.139893,2878.139893,1922300
2021-12-15,2868.179932,2934.419922,2833.560059,2928.820068,2928.820068,1818500
2021-12-16,2943.409912,2953.540039,2872.139893,2888.899902,2888.899902,1682500
2021-12-17,2850.000000,2876.689941,2826.000000,2834.500000,2834.500000,2520800
2021-12-20,2800.000000,2835.489990,2786.419922,2832.139893,2832.139893,1359600
2021-12-21,2841.070068,2877.379883,2810.050049,2869.449951,2869.449951,1437800
2021-12-22,2861.350098,2930.000000,2861.350098,2928.300049,2928.300049,1316100
2021-12-23,2930.000000,2964.870117,2929.040039,2938.330078,2938.330078,1319200
2021-12-27,2945.120117,2966.879883,2943.389893,2958.129883,2958.129883,798800
2021-12-28,2964.719971,2965.979980,2921.090088,2933.739990,2933.739990,910000
2021-12-29,2932.889893,2948.340088,2912.949951,2933.100098,2933.100098,889400
2021-12-30,2933.879883,2946.000000,2919.889893,2924.010010,2924.010010,784400
2021-12-31,2921.000000,2933.969971,2897.040039,2897.040039,2897.040039,906800
2022-01-03,2901.100098,2917.020020,2874.260010,2899.830078,2899.830078,1432300
2022-01-04,2907.919922,2929.699951,2874.330078,2887.989990,2887.989990,1420000
2022-01-05,2888.399902,2889.989990,2753.760010,2755.500000,2755.500000,2730900
2022-01-06,2739.969971,2798.800049,2731.169922,2754.949951,2754.949951,1867400
2022-01-07,2762.909912,2768.969971,2715.330078,2740.340088,2740.340088,1487700
2022-01-10,2701.560059,2776.389893,2663.290039,2773.389893,2773.389893,2220400
2022-01-11,2760.139893,2804.320068,2733.850098,2794.719971,2794.719971,1436500
2022-01-12,2823.000000,2852.159912,2813.889893,2828.610107,2828.610107,1305400
2022-01-13,2830.800049,2857.000000,2768.179932,2771.739990,2771.739990,1571800
2022-01-14,2741.580078,2814.840088,2739.969971,2789.610107,2789.610107,1482100
2022-01-18,2723.500000,2742.629883,2708.770020,2719.959961,2719.959961,1743600
2022-01-19,2730.469971,2759.189941,2700.310059,2702.330078,2702.330078,1432400
2022-01-20,2725.000000,2752.520020,2659.290039,2666.149902,2666.149902,1495400
2022-01-21,2651.870117,2697.310059,2601.729980,2607.030029,2607.030029,2782600
2022-01-24,2519.560059,2624.060059,2490.000000,2616.080078,2616.080078,3831100
2022-01-25,2574.800049,2587.979980,2530.010010,2538.699951,2538.699951,2348000
2022-01-26,2622.379883,2660.000000,2542.840088,2584.659912,2584.659912,2456500
2022-01-27,2626.080078,2653.050049,2578.649902,2580.100098,2580.100098,1597500
2022-01-28,2593.179932,2667.129883,2569.699951,2667.020020,2667.020020,1718100
2022-01-31,2683.239990,2709.459961,2644.189941,2706.070068,2706.070068,1999300
2022-02-01,2751.889893,2755.860107,2687.370117,2752.879883,2752.879883,3432200
2022-02-02,3025.000000,3030.929932,2910.449951,2960.000000,2960.000000,6160000
2022-02-03,2914.110107,2993.500000,2853.310059,2861.800049,2861.800049,3575900
2022-02-04,2868.889893,2897.500000,2810.300049,2865.860107,2865.860107,2897200
2022-02-07,2885.000000,2885.000000,2778.000000,2784.020020,2784.020020,2748700
2022-02-08,2780.530029,2800.000000,2740.280029,2787.979980,2787.979980,2714200
2022-02-09,2819.270020,2850.489990,2803.739990,2831.840088,2831.840088,2007200
2022-02-10,2794.070068,2829.689941,2759.139893,2772.399902,2772.399902,1966500
2022-02-11,2772.000000,2783.129883,2668.000000,2685.649902,2685.649902,1994200
2022-02-14,2665.129883,2726.000000,2665.129883,2710.520020,2710.520020,1715100
2022-02-15,2751.409912,2762.169922,2716.429932,2732.169922,2732.169922,1335600
2022-02-16,2732.929932,2761.719971,2698.479980,2754.760010,2754.760010,1251100
2022-02-17,2724.860107,2742.270020,2649.570068,2650.780029,2650.780029,1947500
2022-02-18,2669.340088,2681.399902,2603.929932,2608.060059,2608.060059,2277400
